Matrix	Sub Matrix	Sub Matrix	ontology ID	label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master paramater	Entity subset	category subset
lake	underground lake		ENVO:00000058	underground lake												http://bcodmo/sm#matrix	http://bcodmo/sm#context
liman			ENVO:00000453	liman												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current			ENVO:01000067	marine current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	deep ocean current		ENVO:01000098	deep ocean current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	marine benthic storm		ENVO:01000062	marine benthic storm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	marine downwelling		ENVO:01000064	marine downwelling												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	marine streamer		ENVO:01000068	marine streamer												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	marine surface current		ENVO:01000099	marine surface current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	along-front current		ENVO:01000100	along-front current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	cold surface current		ENVO:01000102	cold surface current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	cold surface current	eastern boundary current	ENVO:01000104	eastern boundary current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	warm surface current		ENVO:01000101	warm surface current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	warm surface current	western boundary current	ENVO:01000103	western boundary current												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	marine tidal flow		ENVO:01001336	marine tidal flow												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	mesoscale marine eddy		ENVO:01000069	mesoscale marine eddy												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	ocean current	upwelling	ENVO:01000005	upwelling												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	ocean current	coastal upwelling	ENVO:01000006	coastal upwelling												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	oceanic gyre		ENVO:01000074	oceanic gyre												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	whirlpool		ENVO:00000409	whirlpool												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine current	whirlpool	maelstrom	ENVO:00000442	maelstrom												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine hydrothermal plume			ENVO:01000130	marine hydrothermal plume												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water body			ENVO:00001999	marine water body												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water body	coastal water body		ENVO:02000049	coastal water body												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water body	ocean		ENVO:00000015	ocean												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water body	sea		ENVO:00000016	sea												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water body	sea	inland sea	ENVO:01001786	inland sea												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water body	sea	landlocked sea	ENVO:00000219	landlocked sea												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water mass			ENVO:01000686	marine water mass												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water mass	marine warm water mass		ENVO:01000109	marine warm water mass	marine water mass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water mass	marine cold water mass		ENVO:01000108	marine cold water mass	marine water mass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine water mass	marine oxygen minimum zone		ENVO:01000065	marine oxygen minimum zone	marine water mass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
mine drainage			ENVO:00001996	mine drainage												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mine drainage	acid mine drainage		ENVO:00001997	acid mine drainage												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mine drainage	gold mine drainage		ENVO:00002112	gold mine drainage												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mouth			ENVO:00000479	mouth												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mouth	ditch mouth		ENVO:00000518	ditch mouth												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mouth	river mouth		ENVO:00000386	river mouth												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mouth	river mouth	delta	ENVO:00000101	delta												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mouth	stream mouth		ENVO:00000385	stream mouth												http://bcodmo/sm#matrix	http://bcodmo/sm#context
mouth	wadi mouth		ENVO:00000507	wadi mouth												http://bcodmo/sm#matrix	http://bcodmo/sm#context
oil reservoir			ENVO:00002185	oil reservoir												http://bcodmo/sm#matrix	http://bcodmo/sm#context
oil seep			ENVO:00002063	oil seep												http://bcodmo/sm#matrix	http://bcodmo/sm#context
landmass			ENVO:01001781	landmass												http://bcodmo/sm#matrix	http://bcodmo/sm#context
landmass	hummock		ENVO:00000516	hummock	landmass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
landmass	peninsula		ENVO:00000305	peninsula	landmass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
landmass	talik		ENVO:00000552	talik	landmass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
landmass	thermokarst depression		ENVO:03000084	thermokarst depression	landmass											http://bcodmo/sm#matrix	http://bcodmo/sm#context
plain			ENVO:00000086	plain												http://bcodmo/sm#matrix	http://bcodmo/sm#context
plain	abyssal plain		ENVO:00000244	abyssal plain												http://bcodmo/sm#matrix	http://bcodmo/sm#context
plain	coastal plain		ENVO:00000090	coastal plain												http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer			ENVO:01000639	planetary layer												http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	asthenosphere		ENVO:01000647	asthenosphere	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	continental crust		ENVO:01000748	continental crust	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	lithosphere		ENVO:01000646	lithosphere	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	Mohorovicic discontinuity		ENVO:01000750	Mohorovicic discontinuity	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	oceanic crust		ENVO:01000749	oceanic crust	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary core		ENVO:01000641	planetary core	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary core	inner planetary core	ENVO:01000643	inner planetary core	planetary core											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary core	liquid planetary core	ENVO:01000644	liquid planetary core	planetary core											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary core	outer planetary core	ENVO:01000642	outer planetary core	planetary core											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary core	solid planetary core	ENVO:01000645	solid planetary core	planetary core											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary crust		ENVO:01000638	planetary crust	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
planetary layer	planetary mantle		ENVO:01000640	planetary mantle	planetary layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
polynya			ENVO:00000484	polynya												http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond			ENVO:00000033	pond												http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	fishpond		ENVO:00000056	fishpond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	shrimp pond		ENVO:01000905	shrimp pond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	anchialine pool		ENVO:01000368	anchialine pool	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	beaver pond		ENVO:00000270	beaver pond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	brackish pond		ENVO:00000541	brackish pond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	saline evaporation pond		ENVO:00000055	saline evaporation pond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	melt pond		ENVO:03000040	melt pond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	melt pond	atmosphere and water column exposed melt pond	ENVO:03000118	atmosphere and water column exposed melt pond	melt pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	melt pond	atmosphere-exposed melt pond	ENVO:03000050	atmosphere-exposed melt pond	melt pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	melt pond	ice-encased melt pond	ENVO:03000051	ice-encased melt pond	melt pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	melt pond	water column exposed melt pond	ENVO:03000119	water column exposed melt pond	melt pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pond	coastal shrimp pond		ENVO:01001256	coastal shrimp pond	pond											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pool			BSM:0110002	pool												http://bcodmo/sm#matrix	http://bcodmo/sm#context
pool	plunge pool		ENVO:00000483	plunge pool	pool											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pool	tidal pool		ENVO:00000317	tidal pool	pool											http://bcodmo/sm#matrix	http://bcodmo/sm#context
pool	brine pool		ENVO:00000369	brine pool	pool											http://bcodmo/sm#matrix	http://bcodmo/sm#context
puddle of water			ENVO:01000871	puddle of water												http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef			BSM:0110003	reef												http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	mussel reef		ENVO:01001386	mussel reef	reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	mussel reef	neritic mussel reef	ENVO:01001380	neritic mussel reef	mussel reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	mussel reef	oceanic mussel reef	ENVO:01001381	oceanic mussel reef	mussel reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	mussel reef	Bathymodiolus-dominated oceanic mussel reef	ENVO:01001385	Bathymodiolus-dominated oceanic mussel reef	mussel reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	rocky reef		ENVO:00000130	rocky reef	reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	rocky reef	artificial reef	ENVO:00000149	artificial reef	rocky reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	rocky reef	marine reef	ENVO:01000143	marine reef	rocky reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	rocky reef	coral reef	ENVO:00000150	coral reef	rocky reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	rocky reef	marine sponge reef	ENVO:01000161	marine sponge reef	rocky reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
reef	rocky reef	marine subtidal rocky reef	ENVO:01000150	marine subtidal rocky reef	rocky reef											http://bcodmo/sm#matrix	http://bcodmo/sm#context
ridge			ENVO:00000283	ridge												http://bcodmo/sm#matrix	http://bcodmo/sm#context
ridge	beach ridge		ENVO:00000529	beach ridge	ridge											http://bcodmo/sm#matrix	http://bcodmo/sm#context
ridge	mid-ocean ridge		ENVO:00000406	mid-ocean ridge	ridge											http://bcodmo/sm#matrix	http://bcodmo/sm#context
riffle			ENVO:00000148	riffle												http://bcodmo/sm#matrix	http://bcodmo/sm#context
sea ice hummock			ENVO:01001537	sea ice hummock												http://bcodmo/sm#matrix	http://bcodmo/sm#context
shore			ENVO:00000304	shore												http://bcodmo/sm#matrix	http://bcodmo/sm#context
shore	shoreline		ENVO:00000486	shoreline												http://bcodmo/sm#matrix	http://bcodmo/sm#context
shore	lake shore		ENVO:00000382	lake shore												http://bcodmo/sm#matrix	http://bcodmo/sm#context
shore	sea shore		ENVO:00000485	sea shore												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope			ENVO:00002000	slope												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	apron		ENVO:00000530	apron												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	bank		ENVO:00000141	bank												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	bank	stream bank	ENVO:00000142	stream bank												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	bank	river bank	ENVO:00000143	river bank												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	cliff		ENVO:00000087	cliff												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	cliff	inland cliff	ENVO:00000089	inland cliff												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	continental margin		ENVO:01000298	continental margin												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	continental rise		ENVO:00000274	continental rise												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	continental shelf		ENVO:00000223	continental shelf												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	continental slope		ENVO:00000273	continental slope												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	levee		ENVO:00000178	levee												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	cliff	sea cliff	ENVO:00000088	sea cliff												http://bcodmo/sm#matrix	http://bcodmo/sm#context
slope	cliff	wave-cut platform	ENVO:00000421	wave-cut platform												http://bcodmo/sm#matrix	http://bcodmo/sm#context
snow mass			ENVO:03000111	snow mass												http://bcodmo/sm#matrix	http://bcodmo/sm#context
snow mass	snow drift		ENVO:03000112	snow drift												http://bcodmo/sm#matrix	http://bcodmo/sm#context
snow mass	snow patch		ENVO:03000113	snow patch												http://bcodmo/sm#matrix	http://bcodmo/sm#context
snow mass	snow patch	perennial snow patch	ENVO:03000115	perennial snow patch												http://bcodmo/sm#matrix	http://bcodmo/sm#context
snow mass	snow patch	seasonal snow patch	ENVO:03000114	seasonal snow patch												http://bcodmo/sm#matrix	http://bcodmo/sm#context
snow mass	snowpack		ENVO:03000116	snowpack												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring			ENVO:00000027	spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	ephemeral spring		ENVO:00000204	ephemeral spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	freshwater spring		ENVO:01000598	freshwater spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hot spring		ENVO:00000051	hot spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hot spring	acid hot spring	ENVO:00002120	acid hot spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hot spring	alkaline hot spring	ENVO:00002119	alkaline hot spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hot spring	calcite hot spring	ENVO:00002143	calcite hot spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hot spring	geyser	ENVO:00000050	geyser												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hot spring	neutral hot spring	ENVO:00002181	neutral hot spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hydrothermal vent		ENVO:00000215	hydrothermal vent												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hydrothermal vent	marine hydrothermal vent	ENVO:01000122	marine hydrothermal vent												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hydrothermal vent	black smoker	ENVO:00000218	black smoker												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	hydrothermal vent	white smoker	ENVO:01000257	white smoker												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	mineral spring		ENVO:00000125	mineral spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	permanent spring		ENVO:00000205	permanent spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	seep		ENVO:01000262	seep												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	seep	cold seep	ENVO:01000263	cold seep												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	seep	hydrothermal seep	ENVO:01000265	hydrothermal seep												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	seep	warm seep	ENVO:00002926	warm seep												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	sulfur spring		ENVO:00000126	sulfur spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
spring	mesophilic sulfur spring		ENVO:00002128	mesophilic sulfur spring												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stack			ENVO:00000419	stack												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm			ENVO:01000876	storm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	convective storm		ENVO:01001294	convective storm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	convective storm	thunderstorm	ENVO:01000878	thunderstorm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	cyclone		ENVO:01001297	cyclone												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	cyclone	warm core cyclone	ENVO:01001298	warm core cyclone												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	cyclone	extra-tropical cyclone	ENVO:01001295	extra-tropical cyclone												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	ground blizzard		ENVO:01000904	ground blizzard												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	icestorm		ENVO:01000882	icestorm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	icestorm	hailstorm	ENVO:01000880	hailstorm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	nautical squall		ENVO:01001729	nautical squall												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	rainstorm		ENVO:01000879	rainstorm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	snowstorm		ENVO:01000881	snowstorm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	snowstorm	blizzard	ENVO:01000903	blizzard												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	tropical storm		ENVO:01001296	tropical storm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
storm	wind storm		ENVO:01001749	wind storm												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream			ENVO:00000023	stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	anabranch		ENVO:00000152	anabranch												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	bayou		ENVO:00000234	bayou												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	canalized stream		ENVO:00000525	canalized stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	consequent stream		ENVO:00000490	consequent stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	distributary		ENVO:00000069	distributary												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	englacial stream		ENVO:03000018	englacial stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	insequent stream		ENVO:00000494	insequent stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	lost stream		ENVO:00000517	lost stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	obsequent stream		ENVO:00000493	obsequent stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	resequent stream		ENVO:00000492	resequent stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	river		ENVO:00000022	river												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	river	freshwater river	ENVO:01000297	freshwater river												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	river	geothermally heated river	ENVO:01000908	geothermally heated river												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	river	underground river	ENVO:00000059	underground river												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	subsequent stream		ENVO:00000491	subsequent stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	tributary		ENVO:00000495	tributary												http://bcodmo/sm#matrix	http://bcodmo/sm#context
stream	underground stream		ENVO:00000060	underground stream												http://bcodmo/sm#matrix	http://bcodmo/sm#context
basin			ENVO:01000275	basin												http://bcodmo/sm#matrix	http://bcodmo/sm#context
basin	back-arc basin		ENVO:00002277	back-arc basin	basin											http://bcodmo/sm#matrix	http://bcodmo/sm#context
basin	ocean basin		ENVO:00002450	ocean basin	basin											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed			ENVO:00000501	bed												http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	lake bed		ENVO:00000268	lake bed	bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed		ENVO:01001378	marine bed	bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	marine faunal bed	ENVO:01001376	marine faunal bed	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	mussel bed	ENVO:01001379	mussel bed	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	neritic mussel bed	ENVO:01001389	neritic mussel bed	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	oceanic mussel bed	ENVO:01001388	oceanic mussel bed	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	Bathymodiolus-dominated oceanic mussel bed	ENVO:01001390	Bathymodiolus-dominated oceanic mussel bed	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	ocean floor	ENVO:00000426	ocean floor	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	sea floor	ENVO:00000482	sea floor	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	marine bed	sea grass bed	ENVO:01000059	sea grass bed	marine bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	pond bed		ENVO:00000512	pond bed	bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	reservoir bed		ENVO:00000513	reservoir bed	bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	stream bed		ENVO:00000383	stream bed	bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
bed	stream bed	river bed	ENVO:00000384	river bed	stream bed											http://bcodmo/sm#matrix	http://bcodmo/sm#context
Taylor column			ENVO:01000299	Taylor column												http://bcodmo/sm#matrix	http://bcodmo/sm#context
Taylor column	atmospheric Taylor column		ENVO:01000300	atmospheric Taylor column												http://bcodmo/sm#matrix	http://bcodmo/sm#context
Taylor column	marine Taylor column		ENVO:01000072	marine Taylor column												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tectonic plate			ENVO:01001097	tectonic plate												http://bcodmo/sm#matrix	http://bcodmo/sm#context
thermokarst			ENVO:03000085	thermokarst												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tidal watercourse			ENVO:00000412	tidal watercourse												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tidal watercourse	tidal creek		ENVO:00000041	tidal creek												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tornado			ENVO:00000275	tornado												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tornado	landspout		ENVO:01001486	landspout												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tornado	multiple vortex tornado		ENVO:01001485	multiple vortex tornado												http://bcodmo/sm#matrix	http://bcodmo/sm#context
tornado	waterspout		ENVO:01001487	waterspout												http://bcodmo/sm#matrix	http://bcodmo/sm#context
trench			ENVO:01000649	trench												http://bcodmo/sm#matrix	http://bcodmo/sm#context
trench	ocean trench		ENVO:00000275	ocean trench												http://bcodmo/sm#matrix	http://bcodmo/sm#context
trough			ENVO:00000499	trough												http://bcodmo/sm#matrix	http://bcodmo/sm#context
trough	undersea trough		ENVO:01000654	undersea trough												http://bcodmo/sm#matrix	http://bcodmo/sm#context
underground water body			ENVO:00000061	underground water body												http://bcodmo/sm#matrix	http://bcodmo/sm#context
abyssal feature			ENVO:00000190	abyssal feature												http://bcodmo/sm#matrix	http://bcodmo/sm#context
kelp forest			ENVO:01000058	kelp forest												http://bcodmo/sm#matrix	http://bcodmo/sm#context
marine hydrothermal vent chimneya			ENVO:01000129	marine hydrothermal vent chimney												http://bcodmo/sm#matrix	http://bcodmo/sm#context
volcano			ENVO:00000247	volcano												http://bcodmo/sm#matrix	http://bcodmo/sm#context
volcano	subglacial volcano		ENVO:00000407	subglacial volcano	volcano											http://bcodmo/sm#matrix	http://bcodmo/sm#context
volcano	volcanic fissure		ENVO:00000408	volcanic fissure	volcano											http://bcodmo/sm#matrix	http://bcodmo/sm#context
volcano	volcanic arc		ENVO:00000351	volcanic arc	volcano											http://bcodmo/sm#matrix	http://bcodmo/sm#context
volcano	volcanic arc	continental arc	ENVO:00000352	continental arc	volcanic arc											http://bcodmo/sm#matrix	http://bcodmo/sm#context
volcano	volcanic arc	island arc	ENVO:00000353	island arc	volcanic arc											http://bcodmo/sm#matrix	http://bcodmo/sm#context
ice layer			ENVO:01001276	ice layer												http://bcodmo/sm#matrix	http://bcodmo/sm#context
ice layer	glaze ice layer		ENVO:01000547	glaze ice layer	ice layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
ice layer	grease ice layer		ENVO:03000074	grease ice layer	ice layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
ice layer	slush ice layer		ENVO:03000077	slush ice layer	ice layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
ice layer	water ice surface layer		ENVO:01001543	water ice surface layer	ice layer											http://bcodmo/sm#matrix	http://bcodmo/sm#context
waterfall			ENVO:00000040	waterfall												http://bcodmo/sm#matrix	http://bcodmo/sm#context
watershed			ENVO:00000292	watershed												http://bcodmo/sm#matrix	http://bcodmo/sm#context
watershed	continental divide		ENVO:00000293	continental divide												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front			ENVO:01001681	weather front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	anafront		ENVO:01001708	anafront												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	cold front		ENVO:01001706	cold front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	cold front	secondary cold front	ENVO:01001718	secondary cold front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	intertropical front		ENVO:01001710	intertropical front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	katafront		ENVO:01001709	katafront												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	occluded front		ENVO:01001714	occluded front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	occluded front	cold occluded front	ENVO:01001715	cold occluded front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	occluded front	neutral occluded front	ENVO:01001717	neutral occluded front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	occluded front	warm occluded front	ENVO:01001716	warm occluded front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	polar front		ENVO:01001698	polar front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	quasi-stationary front		ENVO:01001745	quasi-stationary front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	upper front		ENVO:01001713	upper front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
weather front	warm front		ENVO:01001707	warm front												http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland			ENVO:01001209	wetland												http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	coastal wetland		ENVO:00000230	coastal wetland	wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	coastal wetland	intertidal ecosystem	ENVO:01001468	intertidal ecosystem	coastal wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	coastal wetland	mangrove swamp	ENVO:00000057	mangrove swamp	coastal wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	coastal wetland	mudflat	ENVO:00000192	mudflat	coastal wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	coastal wetland	lacustrine mudflat	ENVO:00000242	lacustrine mudflat	coastal wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
wetland	coastal wetland	tidal mudflat	ENVO:00000241	tidal mudflat	coastal wetland											http://bcodmo/sm#matrix	http://bcodmo/sm#context
