Sub category 1:	sub category 2:	sub category 3:	sub category 4:	sub category 5:	sub category 6:	sub category 7:	ontology ID	label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master paramater	Entity subset	category subset
carbon compound	carbon oxoanion	carbonate					CHEBI:41609	carbonate	carbon oxoanion										http://lod.bco-dmo.org/id/parameter/489495	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoanion	hydrogen ((13)C)carbonate					CHEBI:140315	hydrogen ((13)C)carbonate	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoanion	hydrogencarbonate					CHEBI:17544	hydrogencarbonate	carbon oxoanion										http://lod.bco-dmo.org/id/parameter/489494	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoanion	hydrogensquarate					CHEBI:59711	hydrogensquarate	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoanion	nitrosoperoxycarbonate(1-)					CHEBI:62726	nitrosoperoxycarbonate(1-)	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoanion	squarate					CHEBI:59712	squarate	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoanion	trioxidocarbonate(.1-)					CHEBI:29376	trioxidocarbonate(.1-)	carbon oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid						CHEBI:35605	carbon oxoacid	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid	carbamic acid					CHEBI:28616	carbamic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid	carbonic acid					CHEBI:28976	carbonic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid	carbonothioic acid					CHEBI:36960	carbonothioic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid	carboxylic acid					CHEBI:33575	carboxylic acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid	hydroxidodioxidocarbon(.)					CHEBI:29789	hydroxidodioxidocarbon(.)	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxoacid	squaric acid					CHEBI:52141	squaric acid	carbon oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide						CHEBI:23014	carbon oxide	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	carbon dioxide					CHEBI:16526	carbon dioxide	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	carbon monoxide					CHEBI:17245	carbon monoxide	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	carbon suboxide					CHEBI:30086	carbon suboxide	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	hydroxidooxidocarbon(.)					CHEBI:29326	hydroxidooxidocarbon(.)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	oxidocarbon(.1+)					CHEBI:29333	oxidocarbon(.1+)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	oxidocarbon(2+)					CHEBI:29334	oxidocarbon(2+)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	oxidocarbonate(.1-)					CHEBI:29335	oxidocarbonate(.1-)	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbon oxide	oxidooxomethyl					CHEBI:29325	oxidooxomethyl	carbon oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbonate mineral						CHEBI:46720	carbonate mineral	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbonate mineral	aragonite					CHEBI:52239	aragonite	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbonate mineral	calcite					CHEBI:46719	calcite	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbonate mineral	ferrous carbonate					CHEBI:86235	ferrous carbonate	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	carbonate mineral	vaterite					CHEBI:52241	vaterite	carbonate mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound						CHEBI:50860	organic compound	carbon compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon					CHEBI:24632	hydrocarbon	organic compound										http://lod.bco-dmo.org/id/parameter/773306	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	trichlorofluoromethane				CHEBI:48236	trichlorofluoromethane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/820367	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	dichlorodifluoromethane				BSM:0210003	dichlorodifluoromethane	hydrocarbon	CFC-12									http://lod.bco-dmo.org/id/parameter/820365	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	butane				CHEBI:37808	butane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	decane				CHEBI:41808	decane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	ethane				CHEBI:42266	ethane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/819910	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	heptane				CHEBI:43098	heptane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	hexane				CHEBI:29021	hexane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	isobutane				CHEBI:30363	isobutane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	isooctane				CHEBI:62805	isooctane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	isopentane				CHEBI:30362	isopentane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	long-chain alkane				CHEBI:83563	long-chain alkane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	methane				CHEBI:16183	methane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/661598	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	neopentane				CHEBI:30358	neopentane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	nonane				CHEBI:32892	nonane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	octane				CHEBI:17590	octane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	pentane				CHEBI:37830	pentane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	propane				CHEBI:32879	propane	hydrocarbon										http://lod.bco-dmo.org/id/parameter/819908	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	hydrocarbon	undecane				CHEBI:46342	undecane	hydrocarbon											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	protein					CHEBI:36080	protein	organic compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid					CHEBI:33709	amino acid	organic compound										http://lod.bco-dmo.org/id/parameter/1309	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	alanine				CHEBI:16449	alanine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	arginine				CHEBI:29016	arginine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	asparagine				CHEBI:22653	asparagine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	aspartic acid				CHEBI:22660	aspartic acid	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	cysteine				CHEBI:15356	cysteine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	glutamic acid				CHEBI:18237	glutamic acid	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	glutamine				CHEBI:28300	glutamine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	glycine				CHEBI:15428	glycine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	histidine				CHEBI:27570	histidine	amino acid										http://lod.bco-dmo.org/id/parameter/1326	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	isoleucine				CHEBI:24898	isoleucine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	leucine				CHEBI:25017	leucine	amino acid										http://lod.bco-dmo.org/id/parameter/1332	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	lysine				CHEBI:25094	lysine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	methionine				CHEBI:16811	methionine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	phenylalanine				CHEBI:28044	phenylalanine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	proline				CHEBI:26271	proline	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	selenocysteine				CHEBI:9093	selenocysteine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	serine				CHEBI:17822	serine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	threonine				CHEBI:26986	threonine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	tryptophan				CHEBI:27897	tryptophan	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	tyrosine				CHEBI:18186	tyrosine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	amino acid	valine				CHEBI:27266	valine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	nucleoside					CHEBI:33838	nucleoside	organic compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	nucleoside	ATP				CHEBI:15422	ATP	nucleoside											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	nucleoside	GTP				CHEBI:15996	GTP	nucleoside											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	carbohydrate					CHEBI:16646	carbohydrate	organic compound										http://lod.bco-dmo.org/id/parameter/663613	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	carbohydrate	polysaccharide				CHEBI:18154	polysaccharide	carbohydrate											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	carbohydrate	polysaccharide	transparent exopolymer particles			BSM:0210004	transparent exopolymer particles	polysaccharide	TEP										http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	carbohydrate	monosaccharide				CHEBI:35381	monosaccharide	carbohydrate											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	carbohydrate	oligosaccharide				CHEBI:50699	oligosaccharide	carbohydrate											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	lipid					CHEBI:18059	lipid	organic compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment					BSM:0210006	pigment	organic compound			CHEBI:26130								http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll				CHEBI:28966	chlorophyll	pigment											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	7(1)-hydroxychlorophyll a			CHEBI:76032	7(1)-hydroxychlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll			CHEBI:38201	bacteriochlorophyll	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll	bacteriochlorophyll a		CHEBI:30033	bacteriochlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll	bacteriochlorophyll b		CHEBI:22686	bacteriochlorophyll b	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll	bacteriochlorophyll c		CHEBI:60197	bacteriochlorophyll c	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyll a			CHEBI:18230	chlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyll b			CHEBI:27888	chlorophyll b	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyll c1			CHEBI:38202	chlorophyll c1	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyll c2			CHEBI:38203	chlorophyll c2	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyll d			CHEBI:38199	chlorophyll d	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyll f			CHEBI:61290	chlorophyll f	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide			CHEBI:38206	chlorophyllide	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d		CHEBI:131588	12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d		CHEBI:131587	12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-(1-hydroxyethyl)bacteriochlorophyllide a		CHEBI:81544	3-(1-hydroxyethyl)bacteriochlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-(1-hydroxyethyl)chlorophyllide a		CHEBI:81545	3-(1-hydroxyethyl)chlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-acetylchlorophyllide a		CHEBI:91128	3-acetylchlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-vinylbacteriochlorophyllide a		CHEBI:74628	3-vinylbacteriochlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-vinylbacteriochlorophyllide d		CHEBI:81548	3-vinylbacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	"7(1),7(1)-dihydroxybacteriochlorophyllide d"		CHEBI:139555	"7(1),7(1)-dihydroxybacteriochlorophyllide d"	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	7(1)-hydroxybacteriochlorophyllide d		CHEBI:139553	7(1)-hydroxybacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	7(1)-hydroxychlorophyllide a		CHEBI:48396	7(1)-hydroxychlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	"7,7-dihydroxybacteriochlorophyllide c"		CHEBI:137302	"7,7-dihydroxybacteriochlorophyllide c"	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	"8,12-diethyl-3-vinylbacteriochlorophyllide d"		CHEBI:131582	"8,12-diethyl-3-vinylbacteriochlorophyllide d"	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide a		CHEBI:81546	bacteriochlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide c		CHEBI:81552	bacteriochlorophyllide c	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide d		CHEBI:81551	bacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide e		CHEBI:137300	bacteriochlorophyllide e	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide f		CHEBI:139546	bacteriochlorophyllide f	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide g		CHEBI:91291	bacteriochlorophyllide g	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	chlorophyllide a		CHEBI:16900	chlorophyllide a	chlorophyllide										http://lod.bco-dmo.org/id/parameter/1358	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	chlorophyllide b		CHEBI:38209	chlorophyllide b	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	divinyl chlorophyllide a		CHEBI:38259	divinyl chlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides		CHEBI:26354	protochlorophyllides	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	"2,4-divinyl protochlorophyllide a"	CHEBI:30619	"2,4-divinyl protochlorophyllide a"	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	monovinyl protochlorophyllide a	CHEBI:25415	monovinyl protochlorophyllide a	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	monovinyl protochlorophyllide b	CHEBI:25416	monovinyl protochlorophyllide b	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	protochlorophyllide	CHEBI:16673	protochlorophyllide	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	divinyl chlorophyll a			CHEBI:73113	divinyl chlorophyll a	chlorophyll										http://lod.bco-dmo.org/id/parameter/1368	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	divinyl chlorophyll b			CHEBI:73115	divinyl chlorophyll b	chlorophyll										http://lod.bco-dmo.org/id/parameter/1370	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	geranylgeranyl bacteriochlorophyllide a			CHEBI:91131	geranylgeranyl bacteriochlorophyllide a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	chlorophyll	geranylgeranyl-chlorophyll a			CHEBI:64668	geranylgeranyl-chlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines				CHEBI:38252	phorbines	pigment											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheofarnesin			CHEBI:38253	pheofarnesin	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	phorbine			CHEBI:38250	phorbine	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophorbide			CHEBI:38254	pheophorbide	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophorbide	13(2)-carboxypyropheophorbide a		CHEBI:48399	13(2)-carboxypyropheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophorbide	epoxypheophorbide a		CHEBI:90228	epoxypheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophorbide	pheophorbide a		CHEBI:38257	pheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophorbide	pheophorbide b		CHEBI:38258	pheophorbide b	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophorbide	pyropheophorbide a		CHEBI:48398	pyropheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophytin			CHEBI:8108	pheophytin	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophytin	pheophytin a		CHEBI:44898	pheophytin a	pheophytin											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	phorbines	pheophytin	pheophytin b		CHEBI:38256	pheophytin b	pheophytin											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments				BSM:0210007	accessory pigments	pigment											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	alloxanthine			CHEBI:28315	alloxanthine	accessory pigments										http://lod.bco-dmo.org/id/parameter/1353	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid			CHEBI:23044	carotenoid	accessory pigments											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	lutein		CHEBI:28838	lutein	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	lycophyll		CHEBI:35336	lycophyll	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	lycoxanthin		CHEBI:6602	lycoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	meso-zeaxanthin		CHEBI:138919	meso-zeaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	parasiloxanthin		CHEBI:132452	parasiloxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	rhodopin		CHEBI:35331	rhodopin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	rhodopinol		CHEBI:35332	rhodopinol	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	rubixanthin		CHEBI:8907	rubixanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	tunaxanthin		CHEBI:35326	tunaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	lactucaxanthin		CHEBI:6357	lactucaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	zeaxanthin		CHEBI:27547	zeaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	zeinoxanthin		CHEBI:65244	zeinoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	alpha-cryptoxanthin		CHEBI:10223	alpha-cryptoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	astaxanthin		CHEBI:40968	astaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	beta-cryptoxanthin		CHEBI:10362	beta-cryptoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	chloroxanthin		CHEBI:138077	chloroxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	demethylspheroidene		CHEBI:62505	demethylspheroidene	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	antheraxanthin		CHEBI:27867	antheraxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
