Sub category 1:	sub category 2:	sub category 3:	sub category 4:	sub category 5:	sub category 6:	sub category 7:	ontology ID	label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master paramater	Entity subset	category subset
carbon compound	organic compound	pigment	accessory pigments	carotenoid	auroxanthin		CHEBI:35335	auroxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	"capsanthin 5,6-epoxide"		CHEBI:91165	"capsanthin 5,6-epoxide"	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	fucoxanthin		CHEBI:5186	fucoxanthin	carotenoid										http://lod.bco-dmo.org/id/parameter/1380	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	"lutein 5,6-epoxide"		CHEBI:27448	"lutein 5,6-epoxide"	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	luteoxanthin		CHEBI:35334	luteoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	neoxanthin		CHEBI:25501	neoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	peridinin		CHEBI:44882	peridinin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotenoid	violaxanthin		CHEBI:27295	violaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene			CHEBI:23042	carotene	accessory pigments										http://lod.bco-dmo.org/id/parameter/1354	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene		CHEBI:35162	acyclic carotene	carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	lycopaoctaene	CHEBI:142538	lycopaoctaene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	lycopene	CHEBI:15948	lycopene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	neurosporene	CHEBI:16833	neurosporene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	phytoene	CHEBI:26119	phytoene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	phytofluene	CHEBI:26120	phytofluene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	zeta-carotene	CHEBI:27362	zeta-carotene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene		CHEBI:35163	cyclic carotene	carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	alpha-carotene	CHEBI:28425	alpha-carotene	cyclic carotene										http://lod.bco-dmo.org/id/parameter/1355	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	alpha-zeacarotene	CHEBI:35063	alpha-zeacarotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	beta-carotene	CHEBI:17579	beta-carotene	cyclic carotene										http://lod.bco-dmo.org/id/parameter/1356	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	beta-zeacarotene	CHEBI:27533	beta-zeacarotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	delta-carotene	CHEBI:27705	delta-carotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	epsilon-carotene	CHEBI:32549	epsilon-carotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	gamma-carotene	CHEBI:27740	gamma-carotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
carbon compound	organic compound	pigment	accessory pigments	carotene	torulene		CHEBI:9638	torulene	carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
caesium compound							CHEBI:37128	caesium compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
caesium compound	caesium hydroxide						CHEBI:33988	caesium hydroxide	caesium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound							CHEBI:23117	chlorine compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoanion						CHEBI:33437	chlorine oxoanion	chlorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoanion	chlorate					CHEBI:49709	chlorate	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoanion	chlorite					CHEBI:17441	chlorite	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoanion	hypochlorite					CHEBI:29222	hypochlorite	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoanion	perchlorate					CHEBI:49706	perchlorate	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoacid						CHEBI:33426	chlorine oxoacid	chlorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoacid	chloric acid					CHEBI:17322	chloric acid	chlorine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoacid	chlorous acid					CHEBI:29219	chlorous acid	chlorine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoacid	hypochlorous acid					CHEBI:24757	hypochlorous acid	chlorine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxoacid	perchloric acid					CHEBI:29221	perchloric acid	chlorine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide						CHEBI:37750	chlorine oxide	chlorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	(dichlorine dioxide)(1+)					CHEBI:30140	(dichlorine dioxide)(1+)	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	chlorine dioxide					CHEBI:52357	chlorine dioxide	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	chlorine perchlorate					CHEBI:52353	chlorine perchlorate	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	chlorine tetraoxide					CHEBI:29420	chlorine tetraoxide	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	chlorine trioxide					CHEBI:29416	chlorine trioxide	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	dichlorine dioxide					CHEBI:52355	dichlorine dioxide	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	dichlorine heptaoxide					CHEBI:52356	dichlorine heptaoxide	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	dioxidochlorine(1+)					CHEBI:29418	dioxidochlorine(1+)	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	hypochlorite					CHEBI:29222	hypochlorite	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	oxidochlorine(.)					CHEBI:29314	oxidochlorine(.)	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorine oxide	trioxidochlorine(1+)					CHEBI:29417	trioxidochlorine(1+)	chlorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorate salt						CHEBI:23109	chlorate salt	chlorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chlorate salt	sodium chlorate					CHEBI:65242	sodium chlorate	chlorate salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt						CHEBI:23114	chloride salt	chlorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	organic chloride salt					CHEBI:36094	organic chloride salt	chloride salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride					CHEBI:36093	inorganic chloride	chloride salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	ammonium chloride				CHEBI:31206	ammonium chloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	beryllium dichloride				CHEBI:62843	beryllium dichloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	cobalt dichloride				CHEBI:35696	cobalt dichloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	copper(I) chloride				CHEBI:53472	copper(I) chloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	copper(II) chloride				CHEBI:49553	copper(II) chloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	lead(II) chloride				CHEBI:88212	lead(II) chloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	manganese(II) chloride				CHEBI:63041	manganese(II) chloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	tin(II) chloride (anhydrous)				CHEBI:78067	tin(II) chloride (anhydrous)	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chlorine compound	chloride salt	inorganic chloride	zinc dichloride				CHEBI:49976	zinc dichloride	inorganic chloride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound							CHEBI:23237	chromium compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion						CHEBI:35402	chromium oxoanion	chromium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	chromate(2-)					CHEBI:35404	chromate(2-)	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	dichromate(2-)					CHEBI:33141	dichromate(2-)	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	dioxidodiperoxidochromate(2-)					CHEBI:30724	dioxidodiperoxidochromate(2-)	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	hydrogen dichromate					CHEBI:33142	hydrogen dichromate	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	hydrogenchromate					CHEBI:33144	hydrogenchromate	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	tetraoxidochromate(3-)					CHEBI:30072	tetraoxidochromate(3-)	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	tetraoxidochromate(4-)					CHEBI:30073	tetraoxidochromate(4-)	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
chromium compound	chromium oxoanion	tetraperoxidochromate(3-)					CHEBI:30723	tetraperoxidochromate(3-)	chromium oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound							CHEBI:23377	copper compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound	copper oxide						CHEBI:134069	copper oxide	copper compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound	copper oxide	copper(II) oxide					CHEBI:75955	copper(II) oxide	copper oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound	copper oxide	cuprous oxide					CHEBI:81908	cuprous oxide	copper oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound	copper mineral						BSM:0210008	copper mineral	copper compound			CHEBI:46714								http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound	copper mineral	copper(II) chloride dihydrate					CHEBI:86318	copper(II) chloride dihydrate	copper mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
copper compound	copper mineral	copper(II) chloride pentahydrate					CHEBI:91245	copper(II) chloride pentahydrate	copper mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound							CHEBI:24062	fluorine compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxoanion						CHEBI:47865	fluorine oxoanion	fluorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxoanion	dioxidofluorate(1-)					CHEBI:47861	dioxidofluorate(1-)	fluorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxoanion	hypofluorite					CHEBI:30244	hypofluorite	fluorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxoacid						CHEBI:47863	fluorine oxoacid	fluorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxoacid	fluorous acid					CHEBI:47862	fluorous acid	fluorine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxoacid	hypofluorous acid					CHEBI:47864	hypofluorous acid	fluorine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxide						CHEBI:37752	fluorine oxide	fluorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxide	dioxidofluorate(1-)					CHEBI:47861	dioxidofluorate(1-)	fluorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxide	dioxygen difluoride					CHEBI:47866	dioxygen difluoride	fluorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxide	fluoridooxygen(.)					CHEBI:30242	fluoridooxygen(.)	fluorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxide	fluoridooxygen(1+)					CHEBI:30243	fluoridooxygen(1+)	fluorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorine oxide	hypofluorite					CHEBI:30244	hypofluorite	fluorine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluoride salt						CHEBI:24060	fluoride salt	fluorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluoride salt	ammonium fluoride					CHEBI:66871	ammonium fluoride	fluoride salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluoride salt	potassium fluoride					CHEBI:66872	potassium fluoride	fluoride salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluoride salt	sodium fluoride					CHEBI:28741	sodium fluoride	fluoride salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
fluorine compound	fluorite						CHEBI:46713	fluorite	fluorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound							CHEBI:33608	hydrogen compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	hydrogen peroxide						CHEBI:16240	hydrogen peroxide	hydrogen compound										http://lod.bco-dmo.org/id/parameter/1917	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	water						CHEBI:15377	water	hydrogen compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	water	deuterium hydrogen oxide					CHEBI:33806	deuterium hydrogen oxide	water											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	water	dideuterium oxide					CHEBI:41981	dideuterium oxide	water											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	water	diprotium oxide					CHEBI:29375	diprotium oxide	water											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	water	ditritium oxide					CHEBI:29374	ditritium oxide	water											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
hydrogen compound	water	hydrogen tritium oxide					CHEBI:33811	hydrogen tritium oxide	water											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound							CHEBI:24860	iodine compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion						CHEBI:33445	iodine oxoanion	iodine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	hypoiodite					CHEBI:29232	hypoiodite	iodine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	iodate					CHEBI:29226	iodate	iodine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	iodite					CHEBI:29230	iodite	iodine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	nonaoxidodiiodate(4-)					CHEBI:29913	nonaoxidodiiodate(4-)	iodine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	orthoperiodate ion					CHEBI:35775	orthoperiodate ion	iodine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	orthoperiodate(1-)					CHEBI:33446	orthoperiodate(1-)	orthoperiodate ion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	orthoperiodate(2-)					CHEBI:33448	orthoperiodate(2-)	orthoperiodate ion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	orthoperiodate(3-)					CHEBI:33449	orthoperiodate(3-)	orthoperiodate ion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	orthoperiodate(4-)					CHEBI:33450	orthoperiodate(4-)	orthoperiodate ion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	orthoperiodate(5-)					CHEBI:29227	orthoperiodate(5-)	orthoperiodate ion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	pentaoxoiodate(3-)					CHEBI:35769	pentaoxoiodate(3-)	orthoperiodate ion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoanion	periodate					CHEBI:49826	periodate	iodine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoacid						CHEBI:33428	iodine oxoacid	iodine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoacid	hypoiodous acid					CHEBI:29231	hypoiodous acid	iodine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoacid	iodic acid					CHEBI:24857	iodic acid	iodine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoacid	iodous acid					CHEBI:29229	iodous acid	iodine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoacid	orthoperiodic acid					CHEBI:29150	orthoperiodic acid	iodine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxoacid	periodic acid					CHEBI:29149	periodic acid	iodine oxoacid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide						CHEBI:37751	iodine oxide	iodine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	diiodine pentaoxide					CHEBI:29914	diiodine pentaoxide	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	dioxidoiodine(1+)					CHEBI:29903	dioxidoiodine(1+)	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	hypoiodite					CHEBI:29232	hypoiodite	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	iodidodioxygen(.)					CHEBI:29902	iodidodioxygen(.)	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	iodine dioxide					CHEBI:29901	iodine dioxide	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	iodine tetraoxide					CHEBI:29910	iodine tetraoxide	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	iodine trioxide					CHEBI:29906	iodine trioxide	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	oxidoiodate(.2-)					CHEBI:29900	oxidoiodate(.2-)	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	oxidoiodine(.)					CHEBI:29896	oxidoiodine(.)	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	oxidoiodine(1+)					CHEBI:29899	oxidoiodine(1+)	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodine oxide	trioxidoiodine(1+)					CHEBI:29907	trioxidoiodine(1+)	iodine oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodate salt						CHEBI:24856	iodate salt	iodine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodide salt						CHEBI:24858	iodide salt	iodine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodide salt	ammonium iodide					CHEBI:63040	ammonium iodide	iodide salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodide salt	organic iodide salt					CHEBI:50356	organic iodide salt	iodide salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iodine compound	iodide salt	sodium iodide					CHEBI:33167	sodium iodide	iodide salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound							CHEBI:24873	iron compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide						CHEBI:50816	iron oxide	iron compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide	ferric oxide					CHEBI:50819	ferric oxide	iron oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide	ferrosoferric oxide					CHEBI:50821	ferrosoferric oxide	iron oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide	ferrous oxide					CHEBI:50820	ferrous oxide	iron oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide	iron(III) oxide-hydroxide(1-)					CHEBI:78619	iron(III) oxide-hydroxide(1-)	iron oxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide mineral						CHEBI:50817	iron oxide mineral	iron compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide mineral	hematite					CHEBI:50818	hematite	iron oxide mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide mineral	maghemite					CHEBI:139548	maghemite	iron oxide mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron oxide mineral	magnetite					CHEBI:46726	magnetite	iron oxide mineral											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron hydroxide						BSM:0210001	iron hydroxide	iron compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron hydroxide	iron(III) oxide-hydroxide(1-)					CHEBI:78619	iron(III) oxide-hydroxide(1-)	iron hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron hydroxide	Iron(III) hydroxide					BSM:0210002	Iron(III) hydroxide	iron hydroxide					formula: FeOH3						http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
iron compound	iron hydroxide	ferric hydroxide					CHEBI:135985	ferric hydroxide	iron hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lead compound							CHEBI:33585	lead compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lead compound	lead hydride						CHEBI:37184	lead hydride	lead compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lead compound	lead hydride	plumbane					CHEBI:30181	plumbane	lead hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lead compound	lead hydride	plumbanide					CHEBI:30564	plumbanide	lead hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lead compound	lead hydride	plumbyl					CHEBI:30558	plumbyl	lead hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lead compound	lead hydride	plumbylium					CHEBI:30565	plumbylium	lead hydride											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound							CHEBI:33298	lithium compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium salt						CHEBI:35478	lithium salt	lithium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium salt	lithium bromide					CHEBI:63042	lithium bromide	lithium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium salt	lithium carbonate					CHEBI:6504	lithium carbonate	lithium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium salt	lithium chloride					CHEBI:48607	lithium chloride	lithium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium salt	lithium nitrate					CHEBI:63315	lithium nitrate	lithium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium salt	lithium hydrochloride					CHEBI:125696	lithium hydrochloride	lithium salt											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
lithium compound	lithium hydroxide						CHEBI:33979	lithium hydroxide	lithium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
magnesium compound							CHEBI:25108	magnesium compound												http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
magnesium compound	magnesium hydroxide						CHEBI:35149	magnesium hydroxide	magnesium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
magnesium compound	magnesium hydroxide	magnesium dihydroxide					CHEBI:6637	magnesium dihydroxide	magnesium hydroxide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
