Sub category 1:	sub category 2:	sub category 3:	ontology ID	label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master paramater	Entity subset	category subset
gallium	gallium isotope		CHEBI:49631	gallium isotope	gallium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
gallium	gallium isotope	gallium-69 isotope	BSM:0200046	gallium-69 isotope	gallium isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
gallium	gallium valence		BSM:0200047	gallium valence	gallium						Possily add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
gallium	gallium valence	gallium(3+)	CHEBI:84043	gallium(3+)	gallium valence						"Not subclass to elemental gallium, instead sibling class to it."					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hafnium			BSM:0200048	hafnium							Add elemental hafnium to CHEBI as subclass to hafnium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hafnium	hafnium isotope		CHEBI:33343	hafnium isotope	hafnium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium			CHEBI:33680	helium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium isotope		CHEBI:30217	helium isotope	helium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium isotope	helium-3 isotope	CHEBI:30218	helium-3 isotope	helium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium isotope	helium-4 isotope	CHEBI:30219	helium-4 isotope	helium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium isotope	helium-6 isotope	CHEBI:37003	helium-6 isotope	helium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium isotope	helium-8 isotope	CHEBI:37004	helium-8 isotope	helium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium valence		BSM:0200049	helium valence	helium						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium valence	helium(.1+)	CHEBI:30221	helium(.1+)	helium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium valence	helium(2+)	CHEBI:33316	helium(2+)	helium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	helium valence	helium(0)	CHEBI:33681	helium(0)	helium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	dihelium		CHEBI:33685	dihelium	helium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	dihelium	dihelide(1-)	CHEBI:33686	dihelide(1-)	dihelium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	dihelium	dihelium(1+)	CHEBI:33682	dihelium(1+)	dihelium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
helium	dihelium	dihelium(2+)	CHEBI:33684	dihelium(2+)	dihelium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
holmium			BSM:0200050	holmium							"Add elemental holmium to CHEBI, subclass to holmium molecular entity."					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
holmium	holmium isotope		CHEBI:49648	holmium isotope	holmium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
holmium	holmium valence		BSM:0200051	holmium valence	holmium						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
holmium	holmium valence	holmium(3+)	CHEBI:49650	holmium(3+)	holmium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen			CHEBI:33260	hydrogen												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen isotope		CHEBI:49637	hydrogen isotope	hydrogen										http://lod.bco-dmo.org/id/parameter/661643	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen isotope	deuterium isotope	CHEBI:29237	deuterium isotope	hydrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen isotope	protium isotope	CHEBI:29236	protium isotope	hydrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen isotope	tritium isotope	CHEBI:29238	tritium isotope	hydrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen valence		BSM:0200006	hydrogen valence	hydrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen valence	hydrogen(1+)	CHEBI:15378	hydrogen(1+)	hydrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen valence	hydrogen(0)	CHEBI:29235	hydrogen(0)	hydrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen valence	deuterium(0)	CHEBI:29303	deuterium(0)	hydrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen valence	protium(0)	CHEBI:29305	protium(0)	hydrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	hydrogen valence	tritium(0)	CHEBI:29304	tritium(0)	hydrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	dihydrogen		CHEBI:18276	dihydrogen	hydrogen										http://lod.bco-dmo.org/id/parameter/661643	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	dihydrogen	dideuterium	CHEBI:29294	dideuterium	dihydrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	dihydrogen	diprotium	CHEBI:29299	diprotium	dihydrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
hydrogen	dihydrogen	ditritium	CHEBI:29298	ditritium	dihydrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine			CHEBI:36893	iodine												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine isotope		CHEBI:24859	iodine isotope	iodine											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine isotope	iodine-127 isotope	CHEBI:52631	iodine-127 isotope	iodine isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine isotope	iodine-129 isotope	CHEBI:52636	iodine-129 isotope	iodine isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine valence		BSM:0200007	iodine valence	iodine											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine valence	iodide	CHEBI:16382	iodide	iodine valence										http://lod.bco-dmo.org/id/parameter/1265	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine valence	iodine(1+)	CHEBI:33116	iodine(1+)	iodine valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	iodine valence	iodine(0)	CHEBI:33115	iodine(0)	iodine valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	diiodine		CHEBI:17606	diiodine	iodine											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	diiodine	diiodide(.1-)	CHEBI:36898	diiodide(.1-)	diiodine											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iodine	diiodine	diiodine(.1+)	CHEBI:36899	diiodine(.1+)	diiodine											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron			CHEBI:82663	iron												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron isotope		CHEBI:18248	iron isotope	iron										http://lod.bco-dmo.org/id/parameter/1981	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron isotope	iron-54 isotope	BSM:0200052	iron-54 isotope	iron isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron isotope	iron-56 isotope	BSM:0200053	iron-56 isotope	iron isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron isotope	iron-57 isotope	CHEBI:52623	iron-57 isotope	iron isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron valence		BSM:0200008	iron valence	iron											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron valence	iron(2+)	CHEBI:29033	iron(2+)	iron valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron valence	iron(3+)	CHEBI:29034	iron(3+)	iron valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
iron	iron valence	iron(0)	CHEBI:82664	iron(0)	iron valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
krypton			CHEBI:49986	krypton												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
krypton	krypton isotope		CHEBI:49696	krypton isotope	krypton											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
krypton	krypton valence		BSM:0200054	krypton valence	krypton						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
krypton	krypton valence	krypton(.1+)	CHEBI:49988	krypton(.1+)	krypton valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
krypton	krypton valence	krypton(0)	CHEBI:49695	krypton(0)	krypton valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lanthanum			CHEBI:155921	lanthanum												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lanthanum	lanthanum isotope		CHEBI:33336	lanthanum isotope	lanthanum											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lanthanum	lanthanum isotope	lanthanum-139 isotope	CHEBI:52627	lanthanum-139 isotope	lanthanum isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lanthanum	lanthanum valence		BSM:0200055	lanthanum valence	lanthanum						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lanthanum	lanthanum valence	lanthanum(2+)	CHEBI:37317	lanthanum(2+)	lanthanum valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lanthanum	lanthanum valence	lanthanum(3+)	CHEBI:49701	lanthanum(3+)	lanthanum valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead			CHEBI:37193	lead												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead isotope		CHEBI:25016	lead isotope	lead										http://lod.bco-dmo.org/id/parameter/707577	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead isotope	lead-207 isotope	CHEBI:52455	lead-207 isotope	lead isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead isotope	lead-208 isotope	BSM:0200056	lead-208 isotope	lead isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead isotope	lead-210 isotope	BSM:0200057	lead-210 isotope	lead isotope										http://lod.bco-dmo.org/id/parameter/1644	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead valence		CHEBI:60249	lead valence	lead											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead valence	lead(2+)	CHEBI:49807	lead(2+)	lead valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead valence	lead(4+)	CHEBI:30180	lead(4+)	lead valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lead	lead valence	lead(0)	CHEBI:27889	lead(0)	lead valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lithium			CHEBI:155867	lithium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lithium	lithium isotope		CHEBI:30145	lithium isotope	lithium										http://lod.bco-dmo.org/id/parameter/527963	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lithium	lithium isotope	lithium-6 isotope	CHEBI:52621	lithium-6 isotope	lithium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lithium	lithium isotope	lithium-7 isotope	CHEBI:52458	lithium-7 isotope	lithium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lutetium			BSM:0200058	lutetium							Add elemental lutetium as subclass to lutetium molecular entity to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lutetium	lutetium isotope		CHEBI:33382	lutetium isotope	lutetium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lutetium	lutetium valence		BSM:0200059	lutetium valence	lutetium						Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
lutetium	lutetium valence	lutetium(3+)	CHEBI:49746	lutetium(3+)	lutetium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium			CHEBI:33973	magnesium												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium isotope		CHEBI:25107	magnesium isotope	magnesium										http://lod.bco-dmo.org/id/parameter/527967	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium isotope	magnesium-24 isotope	BSM:0200060	magnesium-24 isotope	magnesium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium isotope	magnesium-25 isotope	CHEBI:52763	magnesium-25 isotope	magnesium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium isotope	magnesium-26 isotope	BSM:0200061	magnesium-26 isotope	magnesium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium valence		CHEBI:39128	magnesium valence	magnesium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium valence	magnesium(1+)	CHEBI:33974	magnesium(1+)	magnesium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
magnesium	magnesium valence	magnesium(2+)	CHEBI:18420	magnesium(2+)	magnesium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese			CHEBI:35115	manganese												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese isotope		CHEBI:18291	manganese isotope	manganese										http://lod.bco-dmo.org/id/parameter/490516	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese isotope	manganese-55 isotope	BSM:0200062	manganese-55 isotope	manganese isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese valence		BSM:0200009	manganese valence	manganese											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese valence	manganide	CHEBI:33011	manganide	manganese valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese valence	manganese(2+)	CHEBI:29035	manganese(2+)	manganese valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese valence	manganese(3+)	CHEBI:29041	manganese(3+)	manganese valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese valence	manganese(4+)	CHEBI:25158	manganese(4+)	manganese valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
manganese	manganese valence	manganese(0)	CHEBI:35154	manganese(0)	manganese valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury			CHEBI:35113	mercury												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	mercury isotope		CHEBI:25195	mercury isotope	mercury											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	mercury valence		BSM:0200063	mercury valence	mercury			CHEBI:25197			Possibly add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	mercury valence	mercury(2+)	CHEBI:16793	mercury(2+)	mercury valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	mercury valence	mercury(0)	CHEBI:16170	mercury(0)	mercury valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	dimercury(2+)		CHEBI:25198	dimercury(2+)	mercury											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	trimercury(2+)		CHEBI:50236	trimercury(2+)	mercury											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
mercury	tetramercury(2+)		CHEBI:50237	tetramercury(2+)	mercury											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum			CHEBI:37237	molybdenum												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	molybdenum isotope		CHEBI:28685	molybdenum isotope	molybdenum										http://lod.bco-dmo.org/id/parameter/527974	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	molybdenum isotope	molybdenum-95	CHEBI:52633	molybdenum-95	molybdenum isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	molybdenum valence		BSM:0200010	molybdenum valence	molybdenum			CHEBI:37239								http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	molybdenum valence	molybdenum(4+)	CHEBI:49414	molybdenum(4+)	molybdenum valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	molybdenum valence	molybdenum(5+)	CHEBI:30511	molybdenum(5+)	molybdenum valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	molybdenum valence	molybdenum(6+)	CHEBI:49446	molybdenum(6+)	molybdenum valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
molybdenum	dimolybdenum		CHEBI:37238	dimolybdenum	molybdenum											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen			CHEBI:33267	nitrogen												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen isotope		CHEBI:25555	nitrogen isotope	nitrogen										http://lod.bco-dmo.org/id/parameter/707573	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen isotope	nitrogen-13 isotope	CHEBI:36935	nitrogen-13 isotope	nitrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen isotope	nitrogen-14 isotope	CHEBI:36938	nitrogen-14 isotope	nitrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen isotope	nitrogen-15 isotope	CHEBI:36934	nitrogen-15 isotope	nitrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen isotope	nitrogen-16 isotope	CHEBI:36936	nitrogen-16 isotope	nitrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen isotope	nitrogen-17 isotope	CHEBI:36937	nitrogen-17 isotope	nitrogen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen valence		CHEBI:33268	nitrogen valence	nitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen valence	nitrogen(0)	CHEBI:29351	nitrogen(0)	nitrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen valence	nitride(3-)	CHEBI:29240	nitride(3-)	nitrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	nitrogen valence	nitrogen(1+)	CHEBI:29352	nitrogen(1+)	nitrogen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	dinitrogen		CHEBI:17997	dinitrogen	nitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	dinitrogen	dinitride(2-)	CHEBI:29277	dinitride(2-)	dinitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	dinitrogen	dinitride(4-)	CHEBI:29278	dinitride(4-)	dinitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	dinitrogen	dinitrogen(.1+)	CHEBI:29276	dinitrogen(.1+)	dinitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	dinitrogen	dinitrogen(2+)	CHEBI:29275	dinitrogen(2+)	dinitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nitrogen	trinitrogen(0)		CHEBI:29448	trinitrogen(0)	nitrogen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neodymium			BSM:0200012	neodymium							No elemental neodymium class in chebi make as subclass to neodymium molecular entity CHEBI:37280.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neodymium	neodymium isotope		CHEBI:33372	neodymium isotope	neodymium										http://lod.bco-dmo.org/id/parameter/1932|http://lod.bco-dmo.org/id/parameter/1931	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neodymium	neodymium isotope	neodymium-145 isotope	BSM:0200064	neodymium-145 isotope	neodymium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neon			CHEBI:49995	neon												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neon	neon isotope		CHEBI:33310	neon isotope	neon											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neon	neon valence		BSM:0200065	neon valence	neon						Possily add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neon	neon valence	neon(.1+)	CHEBI:49996	neon(.1+)	neon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
neon	neon valence	neon(0)	CHEBI:49993	neon(0)	neon valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nobelium			BSM:0200066	nobelium							Add elemental nobelium as subclass to nobelium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nobelium	nobelium isotope		CHEBI:33396	nobelium isotope	nobelium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nickel			CHEBI:155868	nickel												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nickel	nickel isotope		CHEBI:28112	nickel isotope	nickel										http://lod.bco-dmo.org/id/parameter/820060	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
nickel	nickel isotope	nickel-60 isotope	BSM:0200067	nickel-60 isotope	nickel isotope						Add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
osmium			BSM:0200068	osmium							Add elemental osmium as subclass to osmium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
osmium	osmium isotope		CHEBI:30687	osmium isotope	osmium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
osmium	osmium valence		BSM:0200069	osmium valence	osmium						Possily add to CHEBI.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
osmium	osmium valence	osmium(2+)	CHEBI:30691	osmium(2+)	osmium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
osmium	osmium valence	osmium(3+)	CHEBI:49812	osmium(3+)	osmium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
osmium	osmium valence	osmium(4+)	CHEBI:49789	osmium(4+)	osmium valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen			CHEBI:33262	oxygen												http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen isotope		CHEBI:25805	oxygen isotope	oxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen isotope	oxygen-15 isotope	CHEBI:36932	oxygen-15 isotope	oxygen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen isotope	oxygen-16 isotope	CHEBI:33818	oxygen-16 isotope	oxygen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen isotope	oxygen-17 isotope	CHEBI:33819	oxygen-17 isotope	oxygen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen isotope	oxygen-18 isotope	CHEBI:33815	oxygen-18 isotope	oxygen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen isotope	oxygen-19 isotope	CHEBI:36933	oxygen-19 isotope	oxygen isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen valence		CHEBI:33264	oxygen valence	oxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen valence	monooxygen	CHEBI:29194	monooxygen	oxygen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen valence	oxide(.1-)	CHEBI:29193	oxide(.1-)	oxygen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen valence	oxide(2-)	CHEBI:29356	oxide(2-)	oxygen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	oxygen valence	oxygen(6+)	CHEBI:149692	oxygen(6+)	oxygen valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	dioxygen		CHEBI:15379	dioxygen	oxygen										http://lod.bco-dmo.org/id/parameter/1760|http://lod.bco-dmo.org/id/parameter/1767|http://lod.bco-dmo.org/id/parameter/910|http://lod.bco-dmo.org/id/parameter/910	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	dioxygen	dioxygen(.1+)	CHEBI:29372	dioxygen(.1+)	dioxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	dioxygen	dioxygen(2+)	CHEBI:29371	dioxygen(2+)	dioxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	dioxygen	peroxide	CHEBI:44785	peroxide	dioxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	dioxygen	superoxide	CHEBI:18421	superoxide	dioxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	ozone		CHEBI:25812	ozone	oxygen											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
oxygen	ozone	ozonide	CHEBI:29382	ozonide	ozone											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus			CHEBI:33464	phosphorus											http://lod.bco-dmo.org/id/parameter/1914	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus isotope		CHEBI:28659	phosphorus isotope	phosphorus										http://lod.bco-dmo.org/id/parameter/1983	http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus isotope	phosphorus-31 isotope	CHEBI:37971	phosphorus-31 isotope	phosphorus isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus isotope	phosphorus-32 isotope	CHEBI:37972	phosphorus-32 isotope	phosphorus isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus isotope	phosphorus-33 isotope	CHEBI:37973	phosphorus-33 isotope	phosphorus isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus valence		CHEBI:33466	phosphorus valence	phosphorus											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus valence	phosphide(1-)	CHEBI:33469	phosphide(1-)	phosphorus valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus valence	phosphide(3-)	CHEBI:33468	phosphide(3-)	phosphorus valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus valence	phosphorus(0)	CHEBI:30207	phosphorus(0)	phosphorus valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	phosphorus valence	phosphorus(1+)	CHEBI:33467	phosphorus(1+)	phosphorus valence											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	diphosphorus		CHEBI:33472	diphosphorus	phosphorus											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	diphosphorus	diphosphide(.1-)	CHEBI:33480	diphosphide(.1-)	diphosphorus											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	diphosphorus	diphosphide(2-)	CHEBI:33479	diphosphide(2-)	diphosphorus											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
phosphorus	diphosphorus	diphosphorus(.1+)	CHEBI:33476	diphosphorus(.1+)	diphosphorus											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium			BSM:0200070	polonium							Add polonium to chebi as subclass to polonium molecular entity.					http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope		CHEBI:33313	polonium isotope	polonium											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-190 isotope	CHEBI:37350	polonium-190 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-191 isotope	CHEBI:37351	polonium-191 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
polonium	polonium isotope	polonium-192 isotope	CHEBI:37352	polonium-192 isotope	polonium isotope											http://bcodmo/sm#chemistry	http://bcodmo/sm#element
